  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
20840 21314 1110933 app_process64             com.instagram.basel         pool-9-thread-3 u:r:untrusted_app:s0:c165,c259,c523,c768 SL futex_wait_queue_me
20840 21378 1110933 app_process64             com.instagram.basel         uledTasksLooper u:r:untrusted_app:s0:c165,c259,c523,c768 SNL do_epoll_wait
20840 21379 1110933 app_process64             com.instagram.basel         AsyncTask #1    u:r:untrusted_app:s0:c165,c259,c523,c768 SL futex_wait_queue_me
20840 21427 1110933 app_process64             com.instagram.basel         Analytics2-Even u:r:untrusted_app:s0:c165,c259,c523,c768 SL do_epoll_wait
20840 21429 1110933 app_process64             com.instagram.basel         ig_a2_event_pro u:r:untrusted_app:s0:c165,c259,c523,c768 SL do_epoll_wait
20840 21435 1110933 app_process64             com.instagram.basel         IgExecutorV2 #4 u:r:untrusted_app:s0:c165,c259,c523,c768 SNL futex_wait_queue_me
20840 21437 1110933 app_process64             com.instagram.basel         IgExecutorV2 #5 u:r:untrusted_app:s0:c165,c259,c523,c768 SNL futex_wait_queue_me
20840 21438 1110933 app_process64             com.instagram.basel         iga2_mb         u:r:untrusted_app:s0:c165,c259,c523,c768 SL do_epoll_wait
20840 21441 1110933 app_process64             com.instagram.basel         JobRanReceiver  u:r:untrusted_app:s0:c165,c259,c523,c768 SL do_epoll_wait
20840 21445 1110933 app_process64             com.instagram.basel         ConnectivityThr u:r:untrusted_app:s0:c165,c259,c523,c768 SL do_epoll_wait
20840 21446 1110933 app_process64             com.instagram.basel         FileObserver    u:r:untrusted_app:s0:c165,c259,c523,c768 SL wait_woken
20840 22594 1110933 app_process64             com.instagram.basel         OkHttp Connecti u:r:untrusted_app:s0:c165,c259,c523,c768 SL futex_wait_queue_me
20840 22720 1110933 app_process64             com.instagram.basel         Okio Watchdog   u:r:untrusted_app:s0:c165,c259,c523,c768 SL futex_wait_queue_me
20840 23194 1110933 app_process64             com.instagram.basel         Lacrima_schedul u:r:untrusted_app:s0:c165,c259,c523,c768 SNL futex_wait_queue_me
21010 21010 10373 app_process64               com.android.documentsui     oid.documentsui u:r:platform_app:s0:c512,c768  S     do_epoll_wait
21010 21049 10373 app_process64               com.android.documentsui     Signal Catcher  u:r:platform_app:s0:c512,c768  S<    do_sigtimedwait
21010 21050 10373 app_process64               com.android.documentsui     perfetto_hprof_ u:r:platform_app:s0:c512,c768  S<    pipe_read
21010 21058 10373 app_process64               com.android.documentsui     Jit thread pool u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21059 10373 app_process64               com.android.documentsui     HeapTaskDaemon  u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21060 10373 app_process64               com.android.documentsui     ReferenceQueueD u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21061 10373 app_process64               com.android.documentsui     FinalizerDaemon u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21062 10373 app_process64               com.android.documentsui     FinalizerWatchd u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21063 10373 app_process64               com.android.documentsui     binder:21010_1  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21010 21064 10373 app_process64               com.android.documentsui     binder:21010_2  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21010 21065 10373 app_process64               com.android.documentsui     binder:21010_3  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21010 21066 10373 app_process64               com.android.documentsui     Profile Saver   u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21071 10373 app_process64               com.android.documentsui     pool-3-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21072 10373 app_process64               com.android.documentsui     pool-3-thread-2 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21073 10373 app_process64               com.android.documentsui     pool-3-thread-3 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21074 10373 app_process64               com.android.documentsui     pool-3-thread-4 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21075 10373 app_process64               com.android.documentsui     pool-3-thread-5 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21076 10373 app_process64               com.android.documentsui     pool-3-thread-6 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21077 10373 app_process64               com.android.documentsui     pool-3-thread-7 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21078 10373 app_process64               com.android.documentsui     pool-3-thread-8 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21079 10373 app_process64               com.android.documentsui     pool-3-thread-9 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21080 10373 app_process64               com.android.documentsui     pool-3-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21084 10373 app_process64               com.android.documentsui     RenderThread    u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
21010 21087 10373 app_process64               com.android.documentsui     Timer-0         u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21570 10373 app_process64               com.android.documentsui     orage.documents u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 21581 10373 app_process64               com.android.documentsui     TracingMuxer    u:r:platform_app:s0:c512,c768  S<    do_sys_poll
21010 21582 10373 app_process64               com.android.documentsui     pool-5-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 21583 10373 app_process64               com.android.documentsui     hwuiTask0       u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
21010 21584 10373 app_process64               com.android.documentsui     hwuiTask1       u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
21010 21601 10373 app_process64               com.android.documentsui     binder:21010_4  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21010 21602 10373 app_process64               com.android.documentsui     SurfaceSyncGrou u:r:platform_app:s0:c512,c768  S     do_epoll_wait
21010 21606 10373 app_process64               com.android.documentsui     binder:21010_4  u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21010 22794 10373 app_process64               com.android.documentsui     AsyncTask #4    u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21010 23198 10373 app_process64               com.android.documentsui     binder:21010_5  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21010 23814 10373 app_process64               com.android.documentsui     Timer-1         u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
21043 21043 10792 app_process64               com.google.android.googlequicksearchbox:interactor hbox:interactor u:r:priv_app:s0:c512,c768 SL do_epoll_wait
21043 21838 10792 app_process64               com.google.android.googlequicksearchbox:interactor Metrics Backgro u:r:priv_app:s0:c512,c768 S<L futex_wait_queue_me
21043 21839 10792 app_process64               com.google.android.googlequicksearchbox:interactor Signal Catcher u:r:priv_app:s0:c512,c768 S<L do_sigtimedwait
21043 21840 10792 app_process64               com.google.android.googlequicksearchbox:interactor perfetto_hprof_ u:r:priv_app:s0:c512,c768 S<L pipe_read
21043 21842 10792 app_process64               com.google.android.googlequicksearchbox:interactor Jit thread pool u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21843 10792 app_process64               com.google.android.googlequicksearchbox:interactor HeapTaskDaemon u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21844 10792 app_process64               com.google.android.googlequicksearchbox:interactor ReferenceQueueD u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21845 10792 app_process64               com.google.android.googlequicksearchbox:interactor FinalizerDaemon u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21846 10792 app_process64               com.google.android.googlequicksearchbox:interactor FinalizerWatchd u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21847 10792 app_process64               com.google.android.googlequicksearchbox:interactor binder:21043_1 u:r:priv_app:s0:c512,c768 SL binder_thread_read
21043 21848 10792 app_process64               com.google.android.googlequicksearchbox:interactor binder:21043_2 u:r:priv_app:s0:c512,c768 SL binder_thread_read
21043 21852 10792 app_process64               com.google.android.googlequicksearchbox:interactor Profile Saver u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21859 10792 app_process64               com.google.android.googlequicksearchbox:interactor android.bg u:r:priv_app:s0:c512,c768 SNL do_epoll_wait
21043 21861 10792 app_process64               com.google.android.googlequicksearchbox:interactor Blocking Thread u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21862 10792 app_process64               com.google.android.googlequicksearchbox:interactor BG Thread #0 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21863 10792 app_process64               com.google.android.googlequicksearchbox:interactor GoogleApiHandle u:r:priv_app:s0:c512,c768 SNL do_epoll_wait
21043 21865 10792 app_process64               com.google.android.googlequicksearchbox:interactor Primes-1 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21866 10792 app_process64               com.google.android.googlequicksearchbox:interactor Primes-nativecr u:r:priv_app:s0:c512,c768 S<L futex_wait_queue_me
21043 21867 10792 app_process64               com.google.android.googlequicksearchbox:interactor Scheduler Threa u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21875 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #0 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21877 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #1 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21878 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #2 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21879 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #3 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21880 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #4 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21881 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #5 u:r:priv_app:s0:c512,c768 SL futex_wait_queue_me
21043 21889 10792 app_process64               com.google.android.googlequicksearchbox:interactor BG Thread #1 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21890 10792 app_process64               com.google.android.googlequicksearchbox:interactor BG Thread #2 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 21891 10792 app_process64               com.google.android.googlequicksearchbox:interactor Lite Thread #0 u:r:priv_app:s0:c512,c768 SL do_epoll_wait
21043 22045 10792 app_process64               com.google.android.googlequicksearchbox:interactor BG Thread #3 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 22564 10792 app_process64               com.google.android.googlequicksearchbox:interactor Primes-2 u:r:priv_app:s0:c512,c768 SNL futex_wait_queue_me
21043 22652 10792 app_process64               com.google.android.googlequicksearchbox:interactor AssistantHandle u:r:priv_app:s0:c512,c768 SL do_epoll_wait
21043 22681 10792 app_process64               com.google.android.googlequicksearchbox:interactor binder:21043_3 u:r:priv_app:s0:c512,c768 SL binder_thread_read
21043 23264 10792 app_process64               com.google.android.googlequicksearchbox:interactor binder:21043_4 u:r:priv_app:s0:c512,c768 SL binder_thread_read
21051 21051 1110668 app_process64             com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c523,c768 S<L do_epoll_wait
21051 21082 1110668 app_process64             com.instagram.android:fbns  Signal Catcher  u:r:untrusted_app:s0:c156,c258,c523,c768 S<L do_sigtimedwait
21051 21083 1110668 app_process64             com.instagram.android:fbns  perfetto_hprof_ u:r:untrusted_app:s0:c156,c258,c523,c768 S<L pipe_read
21051 21110 1110668 app_process64             com.instagram.android:fbns  Jit thread pool u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21111 1110668 app_process64             com.instagram.android:fbns  HeapTaskDaemon  u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21112 1110668 app_process64             com.instagram.android:fbns  ReferenceQueueD u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21113 1110668 app_process64             com.instagram.android:fbns  FinalizerDaemon u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21114 1110668 app_process64             com.instagram.android:fbns  FinalizerWatchd u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21115 1110668 app_process64             com.instagram.android:fbns  binder:21051_1  u:r:untrusted_app:s0:c156,c258,c523,c768 SL binder_thread_read
21051 21117 1110668 app_process64             com.instagram.android:fbns  binder:21051_2  u:r:untrusted_app:s0:c156,c258,c523,c768 SL binder_thread_read
21051 21119 1110668 app_process64             com.instagram.android:fbns  binder:21051_3  u:r:untrusted_app:s0:c156,c258,c523,c768 SL binder_thread_read
21051 21127 1110668 app_process64             com.instagram.android:fbns  Profile Saver   u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21154 1110668 app_process64             com.instagram.android:fbns  Lacrima_single_ u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21155 1110668 app_process64             com.instagram.android:fbns  ForegroundEntit u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21156 1110668 app_process64             com.instagram.android:fbns  Lacrima_sender_ u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21161 1110668 app_process64             com.instagram.android:fbns  android.bg      u:r:untrusted_app:s0:c156,c258,c523,c768 SNL do_epoll_wait
21051 21163 1110668 app_process64             com.instagram.android:fbns  IgExecutorSimpl u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21164 1110668 app_process64             com.instagram.android:fbns  SWPool1_t1of3   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21165 1110668 app_process64             com.instagram.android:fbns  SWPool1_t2of3   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21166 1110668 app_process64             com.instagram.android:fbns  SWPool1_t3of3   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21167 1110668 app_process64             com.instagram.android:fbns  SWPool2_t1of2   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21168 1110668 app_process64             com.instagram.android:fbns  SWPool2_t2of2   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21169 1110668 app_process64             com.instagram.android:fbns  SWPool3_t1of1   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21170 1110668 app_process64             com.instagram.android:fbns  SWPool4_t1of1   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21171 1110668 app_process64             com.instagram.android:fbns  SWPool5_t1of1   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21172 1110668 app_process64             com.instagram.android:fbns  IgExecutorV2 #1 u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21173 1110668 app_process64             com.instagram.android:fbns  AsyncTask #1    u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21174 1110668 app_process64             com.instagram.android:fbns  GatewayClientDi u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21177 1110668 app_process64             com.instagram.android:fbns  FileObserver    u:r:untrusted_app:s0:c156,c258,c523,c768 SL wait_woken
21051 21182 1110668 app_process64             com.instagram.android:fbns  RetryHandlerThr u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21208 1110668 app_process64             com.instagram.android:fbns  queued-work-loo u:r:untrusted_app:s0:c156,c258,c523,c768 S<L do_epoll_wait
21051 21227 1110668 app_process64             com.instagram.android:fbns  FbnsBroadcastSe u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21228 1110668 app_process64             com.instagram.android:fbns  pool-5-thread-1 u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21239 1110668 app_process64             com.instagram.android:fbns  pool-6-thread-1 u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21269 1110668 app_process64             com.instagram.android:fbns  DestructorThrea u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21271 1110668 app_process64             com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c523,c768 S<L futex_wait_queue_me
21051 21272 1110668 app_process64             com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c523,c768 S<L futex_wait_queue_me
21051 21273 1110668 app_process64             com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c523,c768 S<L futex_wait_queue_me
21051 21274 1110668 app_process64             com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c523,c768 S<L futex_wait_queue_me
21051 21276 1110668 app_process64             com.instagram.android:fbns  AsyncDataQueue  u:r:untrusted_app:s0:c156,c258,c523,c768 S<L futex_wait_queue_me
21051 21277 1110668 app_process64             com.instagram.android:fbns  pool-8-thread-1 u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21278 1110668 app_process64             com.instagram.android:fbns  MNSEventLoop    u:r:untrusted_app:s0:c156,c258,c523,c768 SNL do_epoll_wait
21051 21280 1110668 app_process64             com.instagram.android:fbns  ConnectivityThr u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21289 1110668 app_process64             com.instagram.android:fbns  RtiExecutor #1  u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21380 1110668 app_process64             com.instagram.android:fbns  MultiSignalANRD u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_epoll_wait
21051 21382 1110668 app_process64             com.instagram.android:fbns  ProcessAnrError u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21383 1110668 app_process64             com.instagram.android:fbns  Lacrima_schedul u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21385 1110668 app_process64             com.instagram.android:fbns  LacrimaSigquitN u:r:untrusted_app:s0:c156,c258,c523,c768 SL do_sys_poll
21051 21386 1110668 app_process64             com.instagram.android:fbns  Lacrima_schedul u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21051 21908 1110668 app_process64             com.instagram.android:fbns  OkHttp Connecti u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 21992 1110668 app_process64             com.instagram.android:fbns  Okio Watchdog   u:r:untrusted_app:s0:c156,c258,c523,c768 SL futex_wait_queue_me
21051 23200 1110668 app_process64             com.instagram.android:fbns  Lacrima_schedul u:r:untrusted_app:s0:c156,c258,c523,c768 SNL futex_wait_queue_me
21088 21088 10361 app_process64               com.android.externalstorage externalstorage u:r:platform_app:s0:c512,c768  S     do_epoll_wait
21088 21094 10361 app_process64               com.android.externalstorage Signal Catcher  u:r:platform_app:s0:c512,c768  S<    do_sigtimedwait
21088 21095 10361 app_process64               com.android.externalstorage perfetto_hprof_ u:r:platform_app:s0:c512,c768  S<    pipe_read
21088 21099 10361 app_process64               com.android.externalstorage Jit thread pool u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21100 10361 app_process64               com.android.externalstorage HeapTaskDaemon  u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21101 10361 app_process64               com.android.externalstorage ReferenceQueueD u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21102 10361 app_process64               com.android.externalstorage FinalizerDaemon u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21103 10361 app_process64               com.android.externalstorage FinalizerWatchd u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21104 10361 app_process64               com.android.externalstorage binder:21088_1  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21088 21105 10361 app_process64               com.android.externalstorage binder:21088_2  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21088 21107 10361 app_process64               com.android.externalstorage binder:21088_3  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21088 21109 10361 app_process64               com.android.externalstorage Profile Saver   u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
21088 21607 10361 app_process64               com.android.externalstorage FileObserver    u:r:platform_app:s0:c512,c768  S     wait_woken
21088 23847 10361 app_process64               com.android.externalstorage binder:21088_4  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21088 23848 10361 app_process64               com.android.externalstorage binder:21088_5  u:r:platform_app:s0:c512,c768  S     binder_thread_read
21121 21121 10363 app_process64               android.process.media       d.process.media u:r:mediaprovider:s0:c512,c768 S     do_epoll_wait
21121 21130 10363 app_process64               android.process.media       Signal Catcher  u:r:mediaprovider:s0:c512,c768 S<    do_sigtimedwait
21121 21131 10363 app_process64               android.process.media       perfetto_hprof_ u:r:mediaprovider:s0:c512,c768 S<    pipe_read
21121 21133 10363 app_process64               android.process.media       Jit thread pool u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21134 10363 app_process64               android.process.media       HeapTaskDaemon  u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21135 10363 app_process64               android.process.media       ReferenceQueueD u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21136 10363 app_process64               android.process.media       FinalizerDaemon u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21137 10363 app_process64               android.process.media       FinalizerWatchd u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21141 10363 app_process64               android.process.media       binder:21121_1  u:r:mediaprovider:s0:c512,c768 S     binder_thread_read
21121 21152 10363 app_process64               android.process.media       binder:21121_2  u:r:mediaprovider:s0:c512,c768 S     binder_thread_read
21121 21160 10363 app_process64               android.process.media       Profile Saver   u:r:mediaprovider:s0:c512,c768 SN    futex_wait_queue_me
21121 21179 10363 app_process64               android.process.media       android.bg      u:r:mediaprovider:s0:c512,c768 SN    do_epoll_wait
21121 21206 10363 app_process64               android.process.media       binder:21121_3  u:r:mediaprovider:s0:c512,c768 S     binder_thread_read
21249 21249 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ileged_process2 u:r:untrusted_app:s0:c111,c259,c512,c768 S do_epoll_wait
21249 21296 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 Signal Catcher u:r:untrusted_app:s0:c111,c259,c512,c768 S< do_sigtimedwait
21249 21297 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 perfetto_hprof_ u:r:untrusted_app:s0:c111,c259,c512,c768 S< pipe_read
21249 21298 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ADB-JDWP Connec u:r:untrusted_app:s0:c111,c259,c512,c768 S< do_sys_poll
21249 21317 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 Jit thread pool u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21318 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 HeapTaskDaemon u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21319 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ReferenceQueueD u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21320 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 FinalizerDaemon u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21321 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 FinalizerWatchd u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21322 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 binder:21249_1 u:r:untrusted_app:s0:c111,c259,c512,c768 S binder_thread_read
21249 21329 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 binder:21249_2 u:r:untrusted_app:s0:c111,c259,c512,c768 S binder_thread_read
21249 21330 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 binder:21249_3 u:r:untrusted_app:s0:c111,c259,c512,c768 S binder_thread_read
21249 21334 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 Profile Saver u:r:untrusted_app:s0:c111,c259,c512,c768 SN futex_wait_queue_me
21249 21342 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 CrGpuMain u:r:untrusted_app:s0:c111,c259,c512,c768 S< futex_wait_queue_me
21249 21528 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 PerfettoTrace u:r:untrusted_app:s0:c111,c259,c512,c768 S do_epoll_wait
21249 21536 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 GpuWatchdog u:r:untrusted_app:s0:c111,c259,c512,c768 S futex_wait_queue_me
21249 21574 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ThreadPoolServi u:r:untrusted_app:s0:c111,c259,c512,c768 S do_epoll_wait
21249 21575 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ThreadPoolForeg u:r:untrusted_app:s0:c111,c259,c512,c768 S futex_wait_queue_me
21249 21576 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 Chrome_ChildIOT u:r:untrusted_app:s0:c111,c259,c512,c768 S< do_epoll_wait
21249 21580 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 ThreadPoolForeg u:r:untrusted_app:s0:c111,c259,c512,c768 S futex_wait_queue_me
21249 21596 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 VizCompositorTh u:r:untrusted_app:s0:c111,c259,c512,c768 S< do_epoll_wait
21249 21600 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 CompositorGpuTh u:r:untrusted_app:s0:c111,c259,c512,c768 S< futex_wait_queue_me
21249 21603 10879 app_process64               org.ultimatum.ultimatum:privileged_process2 GpuWatchdog_Com u:r:untrusted_app:s0:c111,c259,c512,c768 S futex_wait_queue_me
21262 21262 10591 app_process64               com.google.android.apps.docs droid.apps.docs u:r:untrusted_app:s0:c79,c258,c512,c768 S do_epoll_wait
21262 21292 10591 app_process64               com.google.android.apps.docs Signal Catcher u:r:untrusted_app:s0:c79,c258,c512,c768 S< do_sigtimedwait
21262 21294 10591 app_process64               com.google.android.apps.docs perfetto_hprof_ u:r:untrusted_app:s0:c79,c258,c512,c768 S< pipe_read
21262 21323 10591 app_process64               com.google.android.apps.docs Jit thread pool u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21324 10591 app_process64               com.google.android.apps.docs HeapTaskDaemon u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21325 10591 app_process64               com.google.android.apps.docs ReferenceQueueD u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21326 10591 app_process64               com.google.android.apps.docs FinalizerDaemon u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21327 10591 app_process64               com.google.android.apps.docs FinalizerWatchd u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21328 10591 app_process64               com.google.android.apps.docs binder:21262_1 u:r:untrusted_app:s0:c79,c258,c512,c768 S binder_thread_read
21262 21331 10591 app_process64               com.google.android.apps.docs binder:21262_2 u:r:untrusted_app:s0:c79,c258,c512,c768 S binder_thread_read
21262 21332 10591 app_process64               com.google.android.apps.docs binder:21262_3 u:r:untrusted_app:s0:c79,c258,c512,c768 S binder_thread_read
21262 21335 10591 app_process64               com.google.android.apps.docs Profile Saver  u:r:untrusted_app:s0:c79,c258,c512,c768 SN futex_wait_queue_me
21262 21336 10591 app_process64               com.google.android.apps.docs RxSchedulerPurg u:r:untrusted_app:s0:c79,c258,c512,c768 S futex_wait_queue_me
